kind,item,category,class,estimate,se,boundary,lo,hi,segment_label
rho,police,1,5,0.01830639461075755,0.01261866595467677,FALSE,0.004625298868115301,0.06962400620528625,Concentrated High Institutional Trust
rho,police,2,5,0.033316765709754836,0.01451964257876055,FALSE,0.013925895464744565,0.07758373313104759,Concentrated High Institutional Trust
rho,police,3,5,0.07605289143839428,0.02311285256417236,FALSE,0.041164257382140454,0.13630765300607428,Concentrated High Institutional Trust
rho,police,4,5,0.2217800258674652,0.029169360347544037,FALSE,0.16941469674530796,0.2847816118924965,Concentrated High Institutional Trust
rho,police,5,5,0.38977054192943145,0.032967896360130186,FALSE,0.32682543897800787,0.45661557263174196,Concentrated High Institutional Trust
rho,police,6,5,0.20749055227295954,0.028580102248712883,FALSE,0.1565569416491838,0.2696961679680498,Concentrated High Institutional Trust
rho,police,7,5,0.05328282817123711,0.01850163102312736,FALSE,0.026513553370126116,0.10418696319542177,Concentrated High Institutional Trust
rho,auditor,1,1,0.007022662073316016,0.0055292862506082195,FALSE,0.001470434581157243,0.03284989397969687,Moderate Institutional Trust
rho,auditor,2,1,0.021787494554862886,0.007133821586451758,FALSE,0.011353711455544487,0.04140807267732703,Moderate Institutional Trust
rho,auditor,3,1,0.13454176796883574,0.030490683383636516,FALSE,0.08474225176366192,0.20698801492300334,Moderate Institutional Trust
rho,auditor,4,1,0.412810480018624,0.02521293163121543,FALSE,0.36396384362240924,0.46343609299365,Moderate Institutional Trust
rho,auditor,5,1,0.30493096768171835,0.03369553927647587,FALSE,0.2425880010063201,0.3753556005899175,Moderate Institutional Trust
rho,auditor,6,1,0.09862052123848912,0.0151593150482878,FALSE,0.07241816825378396,0.13294462599718743,Moderate Institutional Trust
rho,auditor,7,1,0.020286106464153922,0.0073829074813961375,FALSE,0.009829761426805765,0.04140025967838798,Moderate Institutional Trust
rho,auditor,1,2,0.6524921422602168,0.05418805594732423,FALSE,0.5391882450966116,0.7508121578230754,Generalized Institutional Distrust
rho,auditor,2,2,0.16615305787158582,0.04559100206530212,FALSE,0.0941184405335152,0.2764926724683021,Generalized Institutional Distrust
rho,auditor,3,2,0.060047874372492774,0.024524822978796965,FALSE,0.02632458461735309,0.13115340997767297,Generalized Institutional Distrust
rho,auditor,4,2,0.07315082073880784,0.022463527827944706,FALSE,0.039356466179227154,0.1319768457901948,Generalized Institutional Distrust
rho,auditor,5,2,0.038733300421435954,0.019600482110176693,FALSE,0.014017442535374132,0.10249835900142666,Generalized Institutional Distrust
rho,auditor,6,2,0.0094228043354543,0.012841243978230589,FALSE,6.246351083712422e-4,0.12646395859122775,Generalized Institutional Distrust
rho,auditor,7,2,6.548567296562207e-15,6.992489943686627e-16,TRUE,5.164774093235122e-15,7.932360499889291e-15,Generalized Institutional Distrust
rho,auditor,1,3,0.0658041063361535,0.024252622002783723,FALSE,0.031257330230626164,0.1332801238121367,Presidential and Military Trust
rho,auditor,2,3,0.24333112014497688,0.035799314159624666,FALSE,0.1795674420231498,0.3208813684625669,Presidential and Military Trust
rho,auditor,3,3,0.37508605691829927,0.03675059782451266,FALSE,0.30560710381812023,0.45012162380409854,Presidential and Military Trust
rho,auditor,4,3,0.22131257653284694,0.028031314207652314,FALSE,0.17080566086832452,0.2816808770804681,Presidential and Military Trust
rho,auditor,5,3,0.07329802816010852,0.01541977457804722,FALSE,0.04804658195449823,0.11028320929036502,Presidential and Military Trust
rho,auditor,6,3,0.01907444989257715,0.011616245486011235,FALSE,0.005659380767896802,0.06229651424981467,Presidential and Military Trust
rho,auditor,7,3,0.0020936620150376877,0.0024285720237383498,FALSE,2.102306532608767e-4,0.020504476682640178,Presidential and Military Trust
rho,auditor,1,4,0.014055978933311971,0.012109494967326023,FALSE,0.0025230041578764503,0.07437669604114205,Broad High Institutional Trust
rho,auditor,2,4,0.018911378242323796,0.010703866533315386,FALSE,0.0061167422533236135,0.05693591246383831,Broad High Institutional Trust
rho,auditor,3,4,0.017257674708270995,0.012426216678491742,FALSE,0.0041024868543622865,0.0696467066034818,Broad High Institutional Trust
rho,auditor,4,4,0.038880282088951175,0.01743598129550077,FALSE,0.01581292586850101,0.0924370390055661,Broad High Institutional Trust
rho,auditor,5,4,0.08022544079535673,0.028245454144355014,FALSE,0.03928600399377917,0.1568615781331354,Broad High Institutional Trust
rho,auditor,6,4,0.20700207508378143,0.03912222201725988,FALSE,0.14006650209554902,0.2949535416997032,Broad High Institutional Trust
rho,auditor,7,4,0.6236671701480039,0.048429039576143675,FALSE,0.5241822483170417,0.7137120147929407,Broad High Institutional Trust
rho,auditor,1,5,3.354294032912917e-15,3.192904849472213e-16,TRUE,2.722427549707039e-15,3.986160516118795e-15,Concentrated High Institutional Trust
rho,auditor,2,5,3.354294032912917e-15,3.192904849472213e-16,TRUE,2.722427549707039e-15,3.986160516118795e-15,Concentrated High Institutional Trust
rho,auditor,3,5,0.011534291897764292,0.00699251062558376,FALSE,0.0034547190951758427,0.037793008547384446,Concentrated High Institutional Trust
rho,auditor,4,5,0.11915897054550274,0.022784939720795375,FALSE,0.08091217564526429,0.1720995273992821,Concentrated High Institutional Trust
rho,auditor,5,5,0.4009953096453593,0.03952612945165014,FALSE,0.32585955869669625,0.4810921647559569,Concentrated High Institutional Trust
rho,auditor,6,5,0.39677578256434587,0.03869738338925425,FALSE,0.32324941133630497,0.47528100748029795,Concentrated High Institutional Trust
rho,auditor,7,5,0.07153564534702105,0.019823499163628563,FALSE,0.04093440898965096,0.12210091301822303,Concentrated High Institutional Trust
rho,political_parties,1,1,0.10478658119141579,0.02027859805067108,FALSE,0.07090035212548229,0.1522151054857431,Moderate Institutional Trust
rho,political_parties,2,1,0.18782004416452733,0.023932029710161538,FALSE,0.14495741827226064,0.2398022359571598,Moderate Institutional Trust
rho,political_parties,3,1,0.2794062829490501,0.025295477543921772,FALSE,0.23218047688714796,0.3320833568038054,Moderate Institutional Trust
rho,political_parties,4,1,0.2952860063267313,0.031086694082543248,FALSE,0.2376722088433022,0.3602657063577985,Moderate Institutional Trust
rho,political_parties,5,1,0.10344413618039049,0.015855170186771277,FALSE,0.07600915465986154,0.13928881855301586,Moderate Institutional Trust
rho,political_parties,6,1,0.029256949186778205,0.009111163625977109,FALSE,0.015722617680294107,0.05380501862762763,Moderate Institutional Trust
rho,political_parties,7,1,1.1068007527389058e-12,0.005690743487699382,TRUE,0,0.011261814066733414,Moderate Institutional Trust
rho,political_parties,1,2,0.8528015757187621,0.038663193322836145,FALSE,0.7590042867668112,0.9142182085134055,Generalized Institutional Distrust
rho,political_parties,2,2,0.09404783440908841,0.03556262292895429,FALSE,0.04347249517533193,0.19167161022824436,Generalized Institutional Distrust
rho,political_parties,3,2,0.01427935838807358,0.011851650884813457,FALSE,0.002729598613051982,0.071210056543612,Generalized Institutional Distrust
rho,political_parties,4,2,0.006642848422144987,0.006678316035526142,FALSE,9.016421961851031e-4,0.04721363003628205,Generalized Institutional Distrust
rho,political_parties,5,2,0.01941232652347858,0.011606432191974667,FALSE,0.0058883502796498715,0.06205827487733225,Generalized Institutional Distrust
rho,political_parties,6,2,0.012816056538445765,0.009695370742292113,FALSE,0.0028411859557922127,0.05584941192746538,Generalized Institutional Distrust
rho,political_parties,7,2,6.548567296562204e-15,6.992489943686651e-16,TRUE,5.164774093235114e-15,7.932360499889293e-15,Generalized Institutional Distrust
rho,political_parties,1,3,0.4140657246557967,0.03926892010045745,FALSE,0.33905851075006443,0.49328210662101357,Presidential and Military Trust
rho,political_parties,2,3,0.27676079496362316,0.025364716878160925,FALSE,0.22946039192023923,0.3296403266443535,Presidential and Military Trust
rho,political_parties,3,3,0.20932938365903936,0.03008623241776071,FALSE,0.15594604376215668,0.275032298075813,Presidential and Military Trust
rho,political_parties,4,3,0.06783194998513599,0.013715279340827773,FALSE,0.045228919660100723,0.10054128944352503,Presidential and Military Trust
rho,political_parties,5,3,0.023548397662166994,0.011598606980945905,FALSE,0.008809263946297377,0.061420049471088874,Presidential and Military Trust
rho,political_parties,6,3,4.8470091987451006e-15,2.5342135818841577e-16,TRUE,4.345495780973693e-15,5.3485226165165085e-15,Presidential and Military Trust
rho,political_parties,7,3,0.008463749074232996,0.007520822058751601,FALSE,0.0014467731373151728,0.047881752403644826,Presidential and Military Trust
rho,political_parties,1,4,0.08916079109511119,0.030798458771658693,FALSE,0.0441744666167507,0.17172917025686263,Broad High Institutional Trust
rho,political_parties,2,4,0.03216588583348039,0.014159427117787757,FALSE,0.013330904387107016,0.07557413426861682,Broad High Institutional Trust
rho,political_parties,3,4,0.05699971431538897,0.019924632984292576,FALSE,0.02820634819974846,0.11180408589904306,Broad High Institutional Trust
rho,political_parties,4,4,0.0975880890631034,0.027474304027462315,FALSE,0.05511129392444071,0.1670168398010746,Broad High Institutional Trust
rho,political_parties,5,4,0.1850358268318326,0.034000248974814455,FALSE,0.12688433086484208,0.26184574996965326,Broad High Institutional Trust
rho,political_parties,6,4,0.22182809060807707,0.03324025930321019,FALSE,0.1629935976283284,0.29442917016838,Broad High Institutional Trust
rho,political_parties,7,4,0.3172216022530065,0.04670958313298093,FALSE,0.23266058840090265,0.4158602484717619,Broad High Institutional Trust
rho,political_parties,1,5,0.025192976757700603,0.010520818170235882,FALSE,0.010949311344852426,0.05689986358296746,Concentrated High Institutional Trust
rho,political_parties,2,5,0.022514207096381696,0.012844663156395236,FALSE,0.007204122078601197,0.06812828212851617,Concentrated High Institutional Trust
rho,political_parties,3,5,0.08029531087853023,0.019198230299604692,FALSE,0.04960369871036661,0.12743072636743563,Concentrated High Institutional Trust
rho,political_parties,4,5,0.2956525282085116,0.029303792904801087,FALSE,0.24111663432209587,0.35672513820182666,Concentrated High Institutional Trust
rho,political_parties,5,5,0.37711930304427327,0.0317492546575967,FALSE,0.31663657903681064,0.4416878785152446,Concentrated High Institutional Trust
rho,political_parties,6,5,0.15717086039432418,0.025032052086280444,FALSE,0.11371029247381789,0.21324560286750294,Concentrated High Institutional Trust
rho,political_parties,7,5,0.04205481362027834,0.015646847997637384,FALSE,0.019948846652890907,0.0864951790641852,Concentrated High Institutional Trust
rho,president,1,1,0.042823251698035344,0.01340517980415305,FALSE,0.022885297530711515,0.07873178123430125,Moderate Institutional Trust
rho,president,2,1,0.0560368609478082,0.011338034545627302,FALSE,0.03738962222064572,0.08318037782165119,Moderate Institutional Trust
rho,president,3,1,0.07140992965943548,0.014843157974107872,FALSE,0.047056378272058524,0.1069528227632854,Moderate Institutional Trust
rho,president,4,1,0.17056922147544926,0.020625326613827603,FALSE,0.1335292902263979,0.21533034794945738,Moderate Institutional Trust
rho,president,5,1,0.19161935017705525,0.022229610542744523,FALSE,0.15141824164570264,0.23948158968185143,Moderate Institutional Trust
rho,president,6,1,0.21151236902400944,0.021908711494379306,FALSE,0.17139047224465273,0.2581010507143438,Moderate Institutional Trust
rho,president,7,1,0.2560290170182071,0.02968685398140259,FALSE,0.2017902738427023,0.31901980762119186,Moderate Institutional Trust
rho,president,1,2,0.5114616218994052,0.05421277380738883,FALSE,0.40527987379447367,0.6166190067674393,Generalized Institutional Distrust
rho,president,2,2,0.04429869781023026,0.0204051555715676,FALSE,0.017544587601108427,0.10739113791479213,Generalized Institutional Distrust
rho,president,3,2,0.022247124052868897,0.013682918917127244,FALSE,0.006509972790565002,0.0732232525877328,Generalized Institutional Distrust
rho,president,4,2,0.09013232887956693,0.02496206607804424,FALSE,0.05144692334375756,0.15320867189306975,Generalized Institutional Distrust
rho,president,5,2,0.10941921677734366,0.03179371239824042,FALSE,0.060519477828436655,0.18984575272387136,Generalized Institutional Distrust
rho,president,6,2,0.04732621677827294,0.022207312728551715,FALSE,0.01839790209258009,0.11634910470872839,Generalized Institutional Distrust
rho,president,7,2,0.17511479380231204,0.03057060099408137,FALSE,0.12253696601925602,0.24397974873691045,Generalized Institutional Distrust
rho,president,1,3,0.09685487775524448,0.023841729902697194,FALSE,0.05885316753897692,0.155344254937654,Presidential and Military Trust
rho,president,2,3,0.0941643781119249,0.019254906186099846,FALSE,0.062353951748061624,0.13978385931153656,Presidential and Military Trust
rho,president,3,3,0.09694191634608243,0.02014056156853901,FALSE,0.06374720495944738,0.1447495217477713,Presidential and Military Trust
rho,president,4,3,0.13491692772597272,0.02383862690645874,FALSE,0.09428809680404622,0.1893919007729608,Presidential and Military Trust
rho,president,5,3,0.22577964295256742,0.0269836285920939,FALSE,0.17685788777485675,0.2835719920157445,Presidential and Military Trust
rho,president,6,3,0.13801677706010934,0.02288971856680719,FALSE,0.09862304275392393,0.18983194807204382,Presidential and Military Trust
rho,president,7,3,0.21332548004809865,0.030767131994787755,FALSE,0.15871594303858125,0.2804606564046201,Presidential and Military Trust
rho,president,1,4,0.032226172213279156,0.023779917578275786,FALSE,0.007310236748977347,0.1308690678393277,Broad High Institutional Trust
rho,president,2,4,0.006209261329444159,0.006234973571013884,FALSE,8.452216625495102e-4,0.04411223280329063,Broad High Institutional Trust
rho,president,3,4,0.02568828877771657,0.012480905385896815,FALSE,0.009732071287885872,0.06606033290521666,Broad High Institutional Trust
rho,president,4,4,0.013433913349175958,0.00970546523759334,FALSE,0.003186490791003586,0.05482351492717757,Broad High Institutional Trust
rho,president,5,4,0.05075468500563166,0.019447035692758057,FALSE,0.023488776877770155,0.10622798371316688,Broad High Institutional Trust
rho,president,6,4,0.056399962275441466,0.019401503466549754,FALSE,0.028231293248194806,0.1095075597196582,Broad High Institutional Trust
rho,president,7,4,0.815287717049311,0.03877937358480585,FALSE,0.7261422165774636,0.8802022101466284,Broad High Institutional Trust
rho,president,1,5,0.009845265890496845,0.005832042420988938,FALSE,0.003034075039424553,0.03146432238795309,Concentrated High Institutional Trust
rho,president,2,5,0.007023311872066822,0.005114770065820783,FALSE,0.0016540659274169118,0.029309919888746955,Concentrated High Institutional Trust
rho,president,3,5,0.02052144085574196,0.00881785720269338,FALSE,0.008717130588759918,0.047543904796212205,Concentrated High Institutional Trust
rho,president,4,5,0.028852534498732936,0.011221605329890721,FALSE,0.013270822654007555,0.06158735488327569,Concentrated High Institutional Trust
rho,president,5,5,0.22898774466721503,0.02812635533269469,FALSE,0.17809563832404732,0.28930369289554236,Concentrated High Institutional Trust
rho,president,6,5,0.3013376680475976,0.03261244791945692,FALSE,0.2409484711236541,0.3694945930728661,Concentrated High Institutional Trust
rho,president,7,5,0.4034320341681488,0.039327236478081,FALSE,0.32859265289758105,0.4830532173943596,Concentrated High Institutional Trust
rho,supreme_court,1,1,0.00479296798072219,0.005742294378307045,FALSE,4.4448134442609674e-4,0.049573990557432314,Moderate Institutional Trust
rho,supreme_court,2,1,0.03727255091739371,0.010085179111594756,FALSE,0.02171681035739509,0.06325044315791324,Moderate Institutional Trust
rho,supreme_court,3,1,0.11299754081022981,0.01863109522441534,FALSE,0.08103679005560163,0.1554315219122546,Moderate Institutional Trust
rho,supreme_court,4,1,0.31093461633058705,0.03110972190876465,FALSE,0.25291981044651,0.37556704193171336,Moderate Institutional Trust
rho,supreme_court,5,1,0.3665674045884915,0.03506364888653212,FALSE,0.3003117947724924,0.43828412203269734,Moderate Institutional Trust
rho,supreme_court,6,1,0.12834790734726276,0.017995241197831153,FALSE,0.09674147572083278,0.16835582289048123,Moderate Institutional Trust
rho,supreme_court,7,1,0.03908701202531292,0.011554246563437395,FALSE,0.02164963374299092,0.06957035440902203,Moderate Institutional Trust
rho,supreme_court,1,2,0.6078533292633346,0.049611498534455234,FALSE,0.5066031722720106,0.7006051418011332,Generalized Institutional Distrust
rho,supreme_court,2,2,0.19888032960165086,0.04651597380730615,FALSE,0.12227364111413974,0.30671106107718193,Generalized Institutional Distrust
rho,supreme_court,3,2,0.10633888033827871,0.029722249370216693,FALSE,0.0602197115382384,0.18097659494854346,Generalized Institutional Distrust
rho,supreme_court,4,2,6.5485672965622226e-15,6.982228201444537e-16,TRUE,5.1668048618573684e-15,7.930329731267076e-15,Generalized Institutional Distrust
rho,supreme_court,5,2,0.05125091794850979,0.01840146965921676,FALSE,0.0249081476999652,0.10252441447514402,Generalized Institutional Distrust
rho,supreme_court,6,2,0.010590573311465455,0.01520073440843378,FALSE,6.060268637408592e-4,0.15891706202554745,Generalized Institutional Distrust
rho,supreme_court,7,2,0.025085969536753988,0.015204022450958546,FALSE,0.007462967859933735,0.08093057169176732,Generalized Institutional Distrust
rho,supreme_court,1,3,0.12648538445424293,0.024448841522799237,FALSE,0.0854648782965752,0.18324938257587794,Presidential and Military Trust
rho,supreme_court,2,3,0.18478396839114078,0.03120833942203246,FALSE,0.13076002146800514,0.2545907598394334,Presidential and Military Trust
rho,supreme_court,3,3,0.315352746518442,0.02931828950893831,FALSE,0.2603903159916594,0.3760183683994605,Presidential and Military Trust
rho,supreme_court,4,3,0.23322591980147242,0.03877774409872981,FALSE,0.16530094662276174,0.31841493388251446,Presidential and Military Trust
rho,supreme_court,5,3,0.09511138765931512,0.01986777380249307,FALSE,0.06240926656864412,0.14234764945583983,Presidential and Military Trust
rho,supreme_court,6,3,0.045040593175383836,0.02231751886713853,FALSE,0.01661117020096849,0.11636830503898218,Presidential and Military Trust
rho,supreme_court,7,3,2.886484540008708e-15,2.534213581884139e-16,TRUE,2.3849711222373038e-15,3.3879979577801125e-15,Presidential and Military Trust
rho,supreme_court,1,4,0.050878766557273615,0.01753525367958356,FALSE,0.02546387873629588,0.09908069542200945,Broad High Institutional Trust
rho,supreme_court,2,4,6.2778621827566975e-15,5.836175985180281e-16,TRUE,5.122900112485159e-15,7.432824253028236e-15,Broad High Institutional Trust
rho,supreme_court,3,4,0.007674728961923132,0.008294026663790735,FALSE,8.954230629286727e-4,0.06256640166976372,Broad High Institutional Trust
rho,supreme_court,4,4,0.03440580116952672,0.01792536525602932,FALSE,0.012100949068436747,0.09391522881659671,Broad High Institutional Trust
rho,supreme_court,5,4,0.08239188520307222,0.021798337871388435,FALSE,0.04829765291197844,0.1370870660493128,Broad High Institutional Trust
rho,supreme_court,6,4,0.11847009335415519,0.03137213580297131,FALSE,0.0690433000066435,0.1958372322487875,Broad High Institutional Trust
rho,supreme_court,7,4,0.7061787247540429,0.04252294903560985,FALSE,0.6156979309507248,0.782869213221167,Broad High Institutional Trust
rho,supreme_court,1,5,0.0033011129034093397,0.003317704221854594,FALSE,4.500537879820993e-4,0.023783674608796202,Concentrated High Institutional Trust
rho,supreme_court,2,5,0.006597110542492925,0.005108240774214257,FALSE,0.0014180874244237981,0.030120027625484134,Concentrated High Institutional Trust
rho,supreme_court,3,5,0.006004983723762889,0.008317289829283253,FALSE,3.831489567586279e-4,0.08694015683822799,Concentrated High Institutional Trust
rho,supreme_court,4,5,0.05874079210201009,0.01633802692756021,FALSE,0.03360620596192685,0.10071478346321112,Concentrated High Institutional Trust
rho,supreme_court,5,5,0.3238644509782399,0.04000658087632368,FALSE,0.2501855431947319,0.407450722169141,Concentrated High Institutional Trust
rho,supreme_court,6,5,0.4801437440907914,0.038754852210431026,FALSE,0.40450467376245564,0.5567041615396614,Concentrated High Institutional Trust
rho,supreme_court,7,5,0.12134780565929337,0.024956533153900805,FALSE,0.07995675002774437,0.17997427944423708,Concentrated High Institutional Trust
rho,municipality,1,1,0.01331052684191093,0.006388301905565902,FALSE,0.00512540472565304,0.034118772869997795,Moderate Institutional Trust
rho,municipality,2,1,0.042480125233702634,0.011102141811831525,FALSE,0.025198292273183726,0.07075412987625253,Moderate Institutional Trust
rho,municipality,3,1,0.1415899004764977,0.021334776335482756,FALSE,0.10437575604017897,0.18926843981297176,Moderate Institutional Trust
rho,municipality,4,1,0.36871583573921857,0.028778808688810314,FALSE,0.3138011058140601,0.4272569647806967,Moderate Institutional Trust
rho,municipality,5,1,0.33553188372576415,0.034626485539774335,FALSE,0.2707887291402973,0.4071124678997153,Moderate Institutional Trust
rho,municipality,6,1,0.07706466915785096,0.013787430844695968,FALSE,0.053833138844768015,0.1091649947033883,Moderate Institutional Trust
rho,municipality,7,1,0.021307058825055118,0.0071544460574304684,FALSE,0.010920408622873882,0.04116156545907819,Moderate Institutional Trust
rho,municipality,1,2,0.5179079721794317,0.05280017501492712,FALSE,0.41415031107063416,0.6201439723778684,Generalized Institutional Distrust
rho,municipality,2,2,0.1716574088636524,0.038926813686973386,FALSE,0.10758048934952273,0.26266647365752566,Generalized Institutional Distrust
rho,municipality,3,2,0.15347001236965924,0.03435845652758778,FALSE,0.09700028028886376,0.23428485910720356,Generalized Institutional Distrust
rho,municipality,4,2,0.014643512659499525,0.01045209630286164,FALSE,0.0035313860375643697,0.058663389422711584,Generalized Institutional Distrust
rho,municipality,5,2,0.07530513999503265,0.024655676202059853,FALSE,0.03884272880416186,0.14097521647972072,Generalized Institutional Distrust
rho,municipality,6,2,0.00877798263077548,0.009773137369379395,FALSE,9.581675280329834e-4,0.07558840207789141,Generalized Institutional Distrust
rho,municipality,7,2,0.05823797130194896,0.022416535060307673,FALSE,0.026803567837880876,0.12191929910227517,Generalized Institutional Distrust
rho,municipality,1,3,0.10537863153834859,0.024661944343821254,FALSE,0.06558726299848604,0.1650470669242146,Presidential and Military Trust
rho,municipality,2,3,0.1982303260016165,0.029678374201911384,FALSE,0.1459244927258455,0.26350051221093196,Presidential and Military Trust
rho,municipality,3,3,0.28493549428186205,0.02721216025739552,FALSE,0.2342587386739898,0.34168331598277324,Presidential and Military Trust
rho,municipality,4,3,0.22891457595269615,0.031969103522076006,FALSE,0.17180740748768933,0.29816968524855775,Presidential and Military Trust
rho,municipality,5,3,0.13564346086005016,0.022552124519978328,FALSE,0.09685977076245032,0.1867454862631509,Presidential and Military Trust
rho,municipality,6,3,0.03763452113530523,0.01464784328940192,FALSE,0.017262003366978355,0.08009107115943398,Presidential and Military Trust
rho,municipality,7,3,0.009262990230121313,0.005926915711652754,FALSE,0.00259776269084536,0.03247279615772636,Presidential and Military Trust
rho,municipality,1,4,0.03203892417595233,0.01752110521109319,FALSE,0.010704804525372874,0.09193947457906483,Broad High Institutional Trust
rho,municipality,2,4,6.277862182756695e-15,5.836175985180311e-16,TRUE,5.1229001124851505e-15,7.432824253028239e-15,Broad High Institutional Trust
rho,municipality,3,4,0.042794322806866715,0.018727878615138534,FALSE,0.017768857348761553,0.0994951766644914,Broad High Institutional Trust
rho,municipality,4,4,0.04467284712389233,0.017621629698307165,FALSE,0.02023666150565861,0.0957330700900515,Broad High Institutional Trust
rho,municipality,5,4,0.10259628369386006,0.02692041783563524,FALSE,0.06023733280660869,0.16937359949422898,Broad High Institutional Trust
rho,municipality,6,4,0.23904996139596657,0.03902983521435933,FALSE,0.17044084593759742,0.32447446149853626,Broad High Institutional Trust
rho,municipality,7,4,0.5388476608034557,0.04870215789048696,FALSE,0.44221991900397023,0.6326416540761025,Broad High Institutional Trust
rho,municipality,1,5,3.3542940329129107e-15,3.192904849472188e-16,TRUE,2.722427549707038e-15,3.986160516118784e-15,Concentrated High Institutional Trust
rho,municipality,2,5,3.3542940329129107e-15,3.192904849472188e-16,TRUE,2.722427549707038e-15,3.986160516118784e-15,Concentrated High Institutional Trust
rho,municipality,3,5,3.3542940329129107e-15,3.192904849472188e-16,TRUE,2.722427549707038e-15,3.986160516118784e-15,Concentrated High Institutional Trust
rho,municipality,4,5,0.09653114775175815,0.024107740428176958,FALSE,0.05822722473161973,0.15586255074728217,Concentrated High Institutional Trust
rho,municipality,5,5,0.4069160920401195,0.03541939754505361,FALSE,0.3391306030362367,0.47844166796113297,Concentrated High Institutional Trust
rho,municipality,6,5,0.31549761250744146,0.03512881326628122,FALSE,0.2504058315830499,0.38873492634473666,Concentrated High Institutional Trust
rho,municipality,7,5,0.18105514770067083,0.02949026778721846,FALSE,0.12979045732849726,0.2468251149323972,Concentrated High Institutional Trust
rho,media,1,1,0.05074253090720773,0.012700082740664647,FALSE,0.030748037861913165,0.08263039558249649,Moderate Institutional Trust
rho,media,2,1,0.1021362254796621,0.01753998744155169,FALSE,0.07227736650180554,0.14243636930803008,Moderate Institutional Trust
rho,media,3,1,0.21050105167907016,0.020150642890861,FALSE,0.17338008673567099,0.2531358644678598,Moderate Institutional Trust
rho,media,4,1,0.274329244544783,0.024235419024224547,FALSE,0.22904874002262382,0.32479010311435147,Moderate Institutional Trust
rho,media,5,1,0.24620536202646795,0.022142251215490086,FALSE,0.20504404507519228,0.29258835493370683,Moderate Institutional Trust
rho,media,6,1,0.07983648829884456,0.016339002599756382,FALSE,0.05291417519422672,0.11873931457752838,Moderate Institutional Trust
rho,media,7,1,0.036249097063964536,0.009349986988373665,FALSE,0.021666832583262106,0.060043226525839016,Moderate Institutional Trust
rho,media,1,2,0.4715627509609126,0.04668691009145359,FALSE,0.38115722268048985,0.5638729921960514,Generalized Institutional Distrust
rho,media,2,2,0.13908816680200506,0.03344093618415881,FALSE,0.08505561740024967,0.2192212660050027,Generalized Institutional Distrust
rho,media,3,2,0.10408226167476624,0.03367824730594724,FALSE,0.05378881413042118,0.19186551320196318,Generalized Institutional Distrust
rho,media,4,2,0.11430257708047122,0.03399841247764225,FALSE,0.06226192938896778,0.20053851757791363,Generalized Institutional Distrust
rho,media,5,2,0.06114451960276767,0.01918608738196324,FALSE,0.03252031753505361,0.11204571818013136,Generalized Institutional Distrust
rho,media,6,2,0.02628583264179893,0.013016575730437104,FALSE,0.009771013267710038,0.06877508241355433,Generalized Institutional Distrust
rho,media,7,2,0.08353389123727822,0.02671999605961572,FALSE,0.0436891163918945,0.15387047468375475,Generalized Institutional Distrust
rho,media,1,3,0.16483327905139167,0.030205522778986506,FALSE,0.11335555820739593,0.23353106866512416,Presidential and Military Trust
rho,media,2,3,0.266473385155928,0.027491265491260214,FALSE,0.21569674416458537,0.3242613133351351,Presidential and Military Trust
rho,media,3,3,0.2567140580405287,0.027024884469237204,FALSE,0.20695123584684455,0.313709327064526,Presidential and Military Trust
rho,media,4,3,0.15864906540842239,0.03086530138618412,FALSE,0.10660257411024254,0.2295764059996597,Presidential and Military Trust
rho,media,5,3,0.12014136896922734,0.024113156544263218,FALSE,0.07998730440407187,0.17658402203829662,Presidential and Military Trust
rho,media,6,3,0.025494865620641283,0.00920857271650852,FALSE,0.012407810056791126,0.051663313074414276,Presidential and Military Trust
rho,media,7,3,0.007693977753860566,0.008673887432519834,FALSE,8.179381205476311e-4,0.06841587077927991,Presidential and Military Trust
rho,media,1,4,0.11998170512325176,0.029731975491405962,FALSE,0.0724357899113357,0.1922671847365733,Broad High Institutional Trust
rho,media,2,4,0.029558104469711678,0.014348015483237345,FALSE,0.01119223962174801,0.07575254281633242,Broad High Institutional Trust
rho,media,3,4,0.058277336073521396,0.02502852751192915,FALSE,0.024482551832318677,0.1323902813435023,Broad High Institutional Trust
rho,media,4,4,0.1019875778809356,0.02575884378146461,FALSE,0.06111568310303189,0.1653784367179379,Broad High Institutional Trust
rho,media,5,4,0.0919501969906595,0.0274662327852413,FALSE,0.050161469265232496,0.1625930839285072,Broad High Institutional Trust
rho,media,6,4,0.11893441326200245,0.03205579300774131,FALSE,0.06862898770029673,0.19826445265023113,Broad High Institutional Trust
rho,media,7,4,0.47931066619991763,0.05220527002584613,FALSE,0.37830140076851987,0.5820403653930943,Broad High Institutional Trust
rho,media,1,5,0.01593104522415418,0.007643752516488727,FALSE,0.006130603709581712,0.04075609820807606,Concentrated High Institutional Trust
rho,media,2,5,0.03481582157956309,0.014794089958309949,FALSE,0.014869046681603855,0.07936537160572155,Concentrated High Institutional Trust
rho,media,3,5,0.03430588613549766,0.01383600758741208,FALSE,0.015306868868440656,0.0750884060337231,Concentrated High Institutional Trust
rho,media,4,5,0.19944415093035198,0.024612661756572986,FALSE,0.15514146123586783,0.25261530488275274,Concentrated High Institutional Trust
rho,media,5,5,0.27784055081319,0.029434672004383072,FALSE,0.22347768861783088,0.3396434913652364,Concentrated High Institutional Trust
