strata,upm,wt,post_class1,post_class2,post_class3,post_class4,post_class5,post_class6,modal_class,max_posterior
104,83,1,0.008871081951076337,3.1597160848139125e-36,4.1429773196698554e-5,0.1670287876380993,0.8240587006376289,1.4467264054421107e-35,5,0.8240587006376289
104,90,1,4.182030528092849e-42,8.557046773150431e-7,2.5513306246807557e-7,2.4230885310929408e-5,1.2081491698951265e-19,0.9999746582769495,6,0.9999746582769495
103,42,1,2.8890788318562882e-12,0.0011866749020426727,7.056016538237068e-18,0.002607963459168168,3.110368357758628e-23,0.9962053616358998,6,0.9962053616358998
103,102,1,6.108057976207642e-23,0.989576620912873,4.160636478255669e-46,0.0016033760947775596,4.438620980985142e-42,0.008820002992351045,2,0.989576620912873
102,72,1,0.10878873066712977,1.3068508442356778e-50,2.6252333126889786e-20,8.369717044708673e-4,0.8903742976284005,2.7092414264288404e-79,5,0.8903742976284005
102,61,1,0.9979824088659508,4.0756656351745306e-11,5.339642334633807e-34,3.3365625306481156e-4,0.0016839348402274206,3.402313311235403e-73,1,0.9979824088659508
103,107,1,1.2896501916868133e-36,0.007192900304729568,1.714050870318275e-19,0.002373231965610149,1.2012080202098117e-25,0.9904338677296616,6,0.9904338677296616
103,38,1,9.149312558978769e-50,4.8263724730119834e-8,0.005083030405768818,0.0022937396791554913,6.669684008035952e-11,0.9926231815846532,6,0.9926231815846532
102,32,1,0.9999999571954588,1.0585048016273628e-27,2.352432297709286e-58,2.062741206718878e-11,4.2783913738602966e-8,3.691043168392591e-96,1,0.9999999571954588
102,61,1,0.3118850586587773,4.5302533459704e-22,3.478594770716723e-31,0.009323102194410656,0.6787918391468123,1.0903843904098613e-60,5,0.6787918391468123
103,48,1,1.9338455309085e-37,6.3867767269286e-7,5.1810433163974545e-18,3.1522754140179846e-4,9.950865075165756e-12,0.9996841337709742,6,0.9996841337709742
103,102,1,1.4401112672529787e-13,2.774480117597305e-4,7.594887899609067e-32,4.539802857652967e-4,4.541878902111622e-42,0.9992685717023304,6,0.9992685717023304
103,38,1,2.828403080729672e-36,0.017475773740143835,1.3323011527028411e-46,4.1993417701425667e-4,5.656032304187715e-63,0.9821042920828419,6,0.9821042920828419
103,48,1,0.003560627201597565,2.1158069356697426e-36,1.980243782092787e-18,1.286988668330135e-4,0.996310673931569,1.9069855580777244e-48,5,0.996310673931569
103,38,1,6.270772600127325e-24,3.263669007520041e-9,0.09350634620455688,0.10976108261328259,9.67852866327489e-8,0.7967324711332057,6,0.7967324711332057
103,52,1,4.304490404887239e-8,6.834769840047629e-8,0.763200994839877,0.08388991372057733,8.274570871534295e-6,0.1529007054760725,3,0.763200994839877
103,80,1,9.455259440745986e-8,1.0380582164453524e-34,0.20053546201436395,0.7907644687175412,0.008699974715499945,8.485956595389005e-31,4,0.7907644687175412
102,37,1,3.77502007273103e-52,0.0012975973355968035,6.059189238193411e-10,9.492387654684733e-5,1.078441026952689e-41,0.9986074781819388,6,0.9986074781819388
102,61,1,3.761093226785421e-4,1.6715872634518824e-24,6.2455815208649585e-19,0.0023557768704049803,0.9972681138069173,5.267348072527129e-37,5,0.9972681138069173
103,102,1,1.2444662247314351e-21,7.909759933767575e-38,0.9628959148936768,0.003804645266522657,0.03329943983980166,5.241265898962141e-22,3,0.9628959148936768
103,38,1,8.764326170894381e-11,1.1348654037211928e-9,0.6049530786293514,0.010079820967381165,1.4472708167493727e-7,0.38496695445367674,3,0.6049530786293514
103,109,1,2.081185365438641e-15,0.999719873915658,2.2761225681258273e-38,3.2734899262786685e-6,1.428255968997011e-70,2.76852594413342e-4,2,0.999719873915658
102,37,1,3.2091068362961775e-36,9.05724731548051e-8,0.008904508632246833,0.006088060900956142,1.7428327258836404e-9,0.9850073381514918,6,0.9850073381514918
103,128,1,0.9998856690263884,2.535513354325639e-25,2.2959438546374185e-63,8.163801405499309e-8,1.142493355987821e-4,1.6781006872267616e-91,1,0.9998856690263884
103,128,1,3.986118768452055e-21,2.7620474053958066e-22,0.8876521549287896,0.11174269781907792,6.051472521325878e-4,1.228229404429999e-16,3,0.8876521549287896
103,109,1,0.9999833726153899,8.509779442217948e-12,1.9877356107061676e-51,4.340841916309163e-7,1.6193291908970976e-5,6.060190538622837e-77,1,0.9999833726153899
103,95,1,6.220676406657682e-19,2.457455236989212e-26,0.002083258552255937,0.0013001365108209623,0.9966166049369247,9.188363881800305e-24,5,0.9966166049369247
102,61,1,0.9999983530444352,4.106908459159583e-14,9.967534865552199e-56,2.5943527217294042e-9,1.6443611712479144e-6,7.908320992073754e-83,1,0.9999983530444352
102,72,1,3.218067976852715e-7,1.9127927749784168e-19,9.079552036556017e-13,0.8246209766166281,0.17537870157566543,3.2259427607410557e-16,4,0.8246209766166281
103,107,1,0.002656583758020447,6.968012861596116e-63,5.924696836412811e-9,3.610978605041487e-5,0.9973073005312308,2.196654466139086e-78,5,0.9973073005312308
103,113,1,3.933052899056262e-37,0.05397454510224106,4.0801877688153303e-32,0.0018663808834759711,1.1066134443175615e-38,0.9441590740142837,6,0.9441590740142837
103,113,1,1.9209991885355357e-8,1.4069598771609935e-7,0.8827669676784374,0.07629056823752986,9.851784370295277e-6,0.04093245239368255,3,0.8827669676784374
103,102,1,5.036838625996345e-22,0.02414606720048569,3.1217833373536425e-54,0.008135533144476067,8.65620690936881e-34,0.967718399655038,6,0.967718399655038
103,52,1,4.72185494569805e-24,3.3542646000120446e-25,0.9962786925599465,0.0015797435587672826,0.0021415638812858615,1.872666015248332e-19,3,0.9962786925599465
103,42,1,1.6201662750300928e-36,2.28807431276164e-7,0.001642329838656356,0.00742182033821169,1.5205817787991908e-9,0.990935619495118,6,0.990935619495118
103,52,1,3.046889491851794e-21,5.399209390637389e-12,0.9703539261607841,0.02962608109538668,1.8573778543826297e-5,1.4189598854664601e-6,3,0.9703539261607841
102,72,1,1.059660097386435e-5,4.6983484082052256e-11,1.704437345374748e-4,0.06593234885473352,0.9338866107627734,1.6866438714723442e-58,5,0.9338866107627734
103,42,1,3.0130216097480544e-9,4.3683695447782024e-39,0.05107615775766681,0.003210133397000413,0.9457137058323126,3.059266954726365e-37,5,0.9457137058323126
103,107,1,6.807843072903974e-50,0.8624712902176158,6.913556398764751e-35,4.5115943758655035e-4,6.648762242921939e-63,0.13707755034479624,2,0.8624712902176158
103,80,1,1.1218750124249353e-9,2.599338130200612e-20,0.001649731045018809,0.998350261310022,6.523085869071018e-9,4.3195297206570343e-17,4,0.998350261310022
102,72,1,4.255189687683348e-12,8.870776000459038e-10,0.2590472354673283,7.458909077250115e-4,1.3726441051911389e-8,0.7402068590071728,6,0.7402068590071728
103,38,1,3.913042629879197e-20,4.565618104623625e-20,0.9615764859417418,0.03834613608441231,7.737797383768499e-5,8.61838229776044e-15,3,0.9615764859417418
103,113,1,0.9978994004898822,4.978604807193539e-26,2.7602769835836388e-27,2.722150812211093e-6,0.0020978773593045533,1.8893121792296196e-80,1,0.9978994004898822
103,80,1,3.31068334214435e-23,0.002595697108624748,2.200719195231709e-32,0.007939480163895493,1.8558060200878976e-36,0.9894648227274807,6,0.9894648227274807
103,109,1,1.8499347667015878e-11,9.098999063313242e-11,0.9070192803185053,0.09249419355794299,4.11997087904336e-9,4.8652189409143355e-4,3,0.9070192803185053
103,48,1,2.45085880430739e-52,3.16206896693249e-5,3.959184904689505e-9,2.721505985304499e-5,5.139622591325363e-45,0.9999411602912928,6,0.9999411602912928
103,95,1,3.760796550055911e-40,3.5814461287343794e-6,2.3005411575484476e-5,1.5678257831489603e-4,2.1492682730510344e-18,0.9998166305639812,6,0.9998166305639812
103,80,1,1.6931617351575257e-23,3.976422311475821e-12,0.997962955889356,0.0018469331375391576,9.954265465752699e-6,1.8015670366117544e-4,3,0.997962955889356
103,102,1,5.831758920292711e-13,4.2409948258436454e-5,2.1889558427114245e-31,7.097025408676767e-4,7.228830382362951e-30,0.999247887510291,6,0.999247887510291
102,61,1,7.880086120600836e-4,1.779680899699169e-45,1.7007177092223758e-4,0.5795988878352263,0.41944303178179165,1.1220777754402682e-20,4,0.5795988878352263
103,48,1,3.673894790919075e-74,0.9929539138805515,6.823104492555958e-62,2.99249259683629e-5,4.4604752248563614e-66,0.007016161193480831,2,0.9929539138805515
102,37,1,1.0755247971422582e-24,0.015681700984619466,7.2370998167929e-44,9.46997612385985e-4,2.5774000587069796e-37,0.983371301402994,6,0.983371301402994
103,38,1,0.9999999292218139,1.9468628946061313e-15,1.0731857057601426e-56,1.598231919747663e-10,7.061836058196861e-8,3.8866515070619742e-109,1,0.9999999292218139
102,32,1,7.588880137805295e-26,0.9964175011295525,3.2438742589989943e-74,1.0609441539605479e-5,2.86292005147776e-71,0.0035718894289064034,2,0.9964175011295525
103,48,1,1.305680272677015e-24,3.709471959114835e-11,0.993444349951032,0.0053221011149307,6.784169959045222e-6,0.0012267647269831655,3,0.993444349951032
103,127,1,9.325444756427183e-12,2.1929427129221662e-4,6.136427613090326e-42,8.01311153832917e-4,1.6685747112115987e-34,0.9989793945655487,6,0.9989793945655487
103,38,1,7.093189929293706e-21,2.517775224132013e-13,0.6750498710254362,0.011916458728159628,0.3130336702461534,2.7215684016589844e-20,3,0.6750498710254362
102,32,1,1.2059423541272375e-7,3.1936393723136652e-52,0.0021130837555767288,3.6906604684105136e-4,0.9975177296033455,5.813171356252062e-52,5,0.9975177296033455
103,52,1,9.444103458229035e-9,1.7032917886233455e-10,0.9930859173186561,0.0016456797850823554,0.005247976310591386,2.041697123767793e-5,3,0.9930859173186561
103,52,1,0.9999999847825941,1.589509401745881e-26,6.50396567492559e-58,1.0694765897175018e-10,1.5110459033582168e-8,1.82979085567366e-108,1,0.9999999847825941
103,128,1,1.2883310980638772e-12,1.0007278554877691e-09,0.8709440981822795,0.004060273789770947,8.346162534021468e-7,0.12499479240968077,3,0.8709440981822795
102,61,1,4.732750640826271e-5,4.250602842728224e-33,0.006698245588272632,0.3287675295048641,0.6644868974004544,9.484368416377687e-33,5,0.6644868974004544
103,48,1,0.9998573323814998,6.47572868978814e-7,4.975527066281971e-37,1.0998749923587697e-4,3.203254639635453e-5,2.7083918621417377e-61,1,0.9998573323814998
102,72,1,0.9999999993264908,1.7012076508770186e-16,1.488409454675411e-72,2.3895596856705426e-12,6.711203316406227e-10,6.097560540405185e-111,1,0.9999999993264908
103,42,1,4.17442429240034e-9,5.515543610369258e-20,0.753284487351209,0.2467102088401239,5.299634240314177e-6,2.0828902012338603e-15,3,0.753284487351209
101,44,1,4.206749259939883e-6,2.05165667105434e-27,1.6651288881479627e-8,2.047864624215337e-4,0.9997909901370302,2.744639730727734e-39,5,0.9997909901370302
101,25,1,1.1773024759274496e-21,1.7676754754103652e-33,0.5283490457299665,0.47165087424095675,8.002907767642692e-8,8.086429777413295e-18,3,0.5283490457299665
101,25,1,6.391662679523961e-41,0.999999959915386,4.699812798144562e-106,5.864209017736827e-10,1.0014804852971477e-107,3.949819366764721e-8,2,0.999999959915386
101,25,1,1.1631243317414972e-14,2.0138343858647922e-4,6.772342701542647e-32,1.5301352298213687e-4,5.762570033541529e-31,0.9996456030384193,6,0.9996456030384193
101,44,1,6.62856911768797e-24,2.3402519462075265e-26,0.9972857639631039,5.596301015838859e-4,0.0021546059353111835,5.3303005605887295e-20,3,0.9972857639631039
101,44,1,1.1875761827028555e-42,0.9999999996871765,2.0506997869769079e-109,1.3714013195266094e-11,3.9546241856901035e-122,2.9911012026309677e-10,2,0.9999999996871765
101,44,1,1.7820898404351898e-5,1.509535092666261e-38,8.556523039171e-17,5.998897034200411e-4,0.9993822893981757,2.6516509861805688e-49,5,0.9993822893981757
101,44,1,6.434870431544552e-21,8.607039028495245e-14,0.16082032215146247,0.0093664530057506485,0.8298132247643363,7.83642358572003e-11,5,0.8298132247643363
101,25,1,9.46462038992402e-14,0.9986054894183107,1.4228903765942886e-48,4.448490174656576e-5,8.693962926769183e-81,0.001350025679849243,2,0.9986054894183107
101,25,1,6.915567148435208e-52,0.001764334506770441,1.3389010591936356e-20,2.812141677802499e-4,6.805328688743475e-38,0.9979544513254488,6,0.9979544513254488
101,25,1,4.712919659031257e-9,4.4801284566809466e-36,0.854760299201354,0.040247841483428165,0.1049918546022997,3.4261114198214674e-20,3,0.854760299201354
101,44,1,2.130621460235814e-24,1.2837618453017027e-27,0.9947877149164244,6.821756520968616e-4,0.004530109431478228,5.144913085291389e-20,3,0.9947877149164244
101,56,1,0.999003833200365,5.563126149308688e-26,6.373189542392724e-38,1.5765402817065605e-6,9.945902593517814e-4,1.6882246268641083e-65,1,0.999003833200365
101,56,1,4.841499083580165e-19,4.349731878449132e-40,1.4240957824946154e-6,1.3337013710840287e-4,0.9998652057671099,5.640988892224708e-51,5,0.9998652057671099
101,56,1,5.81753147215465e-67,1.3111017621952601e-4,6.455311997386769e-11,7.098934630976098e-6,2.1974072537033615e-35,0.9998617908245951,6,0.9998617908245951
101,56,1,1.0315539799580896e-40,0.9999999995723137,1.1558996861465713e-96,6.53463600390847e-11,1.3154564363712822e-132,3.6234011916447063e-10,2,0.9999999995723137
101,56,1,0.9973466344663716,1.56078591916522e-51,2.2864368873822917e-39,6.412355349373387e-7,0.002652724298094596,9.876512479653618e-82,1,0.9973466344663716
102,16,1,4.925101830451014e-4,1.2964871732183485e-53,2.943454480554264e-12,7.032489275305151e-5,0.9994371649212589,7.30672600996809e-57,5,0.9994371649212589
102,97,1,0.11586977646635789,1.2019484881530833e-48,1.8630775702945926e-21,0.001148598703018048,0.882981624830625,7.676811617298668e-76,5,0.882981624830625
102,21,1,3.8547023109833244e-10,5.786434080630007e-5,2.3273409333047495e-5,0.046410461236202655,3.1271949547627105e-23,0.9535084006281893,6,0.9535084006281893
102,112,1,3.947661083422261e-12,2.944384697042909e-11,0.9804576927448672,0.008693066533969188,3.7666856088137426e-6,0.0108454740021629,3,0.9804576927448672
102,21,1,0.004832835028581319,2.9021206334819237e-37,7.571680363841415e-20,0.001971754291504589,0.9931954106799135,8.048389934422556e-64,5,0.9931954106799135
102,58,1,5.450517992104442e-37,0.9208080512176424,2.41917674821398e-61,2.3526539424259792e-4,2.5675600452483448e-64,0.07895668338811476,2,0.9208080512176424
102,125,1,5.257130623385966e-27,6.573388251353708e-17,2.951692034115028e-32,1,2.319642951452938e-31,1.3491650110898192e-55,4,1
102,105,1,2.6793398352618943e-24,1.362310924497114e-7,0.0011059069202258918,0.005800058528652868,4.731722670314116e-22,0.9930938983200281,6,0.9930938983200281
102,58,1,3.497045394428026e-24,3.164780141929581e-7,0.004213768038474102,0.005054604664836883,1.8373135663223452e-9,0.9907313089813625,6,0.9907313089813625
102,21,1,0.9668168532584284,2.519684054374239e-51,2.569168124452304e-39,2.8358768484029803e-6,0.033180310864723506,1.6575243595137818e-83,1,0.9668168532584284
102,58,1,9.506932161474845e-39,0.9874249969399904,1.5617079028728022e-49,3.349390141422164e-5,3.505832445501114e-67,0.01254150915859537,2,0.9874249969399904
102,55,1,0.0037396103336194073,3.7310445051721485e-25,3.884510824584759e-6,0.003688454110806217,0.9925680510447489,2.824080191763474e-38,5,0.9925680510447489
102,105,1,1.5991604387102561e-49,6.766078912769655e-5,8.915027034817286e-17,0.009918698305883034,2.3888653247491013e-24,0.9900136409049881,6,0.9900136409049881
102,99,1,0.011063187173284948,8.314924043392452e-43,2.7728350588207932e-5,0.9889090844747918,1.3362079461515043e-12,1.8246063986318633e-31,4,0.9889090844747918
102,123,1,2.4951699612235824e-6,1.4688378284852378e-8,0.18632374926200337,0.8129367629625358,7.369779171161258e-4,4.140046768107985e-15,4,0.8129367629625358
102,16,1,7.371830474348428e-26,0.9999402866459323,6.455189491908933e-89,3.4652695648751155e-7,5.406285157097176e-91,5.93668271119533e-5,2,0.9999402866459323
102,106,1,4.843883205533308e-19,2.0859320451585322e-35,0.10633403300320136,0.35652468236876156,0.5371412846280356,2.2770247466701458e-33,5,0.5371412846280356
102,16,1,1.0718800312771582e-11,1.0533749838052694e-9,0.9956688985072806,0.002652559903969447,1.9230218817985904e-5,0.0016593103058382542,3,0.9956688985072806
102,97,1,1.8288412938721923e-25,4.443474961110705e-8,0.015856430996888157,0.004006043809808302,1.058403497561824e-9,0.9801374797001516,6,0.9801374797001516
102,123,1,3.584991307449323e-15,6.523086071287433e-7,3.5885838308934197e-4,4.477716781989093e-4,1.9386120054393874e-16,0.9991927176301013,6,0.9991927176301013
102,58,1,0.8662521640842463,2.4028674395142264e-5,2.5867267022410022e-17,0.05674976198315215,0.07697404525820817,1.1988763674238453e-30,1,0.8662521640842463
102,21,1,3.653335963254367e-34,1.8323494906929466e-9,0.7688515734387631,0.23100222915728438,4.7341859817474585e-6,1.4146138562105173e-4,3,0.7688515734387631
102,97,1,1.28502263609916e-17,6.161418583936181e-25,2.4120260265691554e-4,0.0019534316145556818,0.9978053657820349,7.509917711645351e-13,5,0.9978053657820349
102,7,1,2.0469385030409087e-7,6.363727090031813e-50,5.844866060764583e-4,0.0013850852989446627,0.9980302234011286,2.9673180590929107e-23,5,0.9980302234011286
102,58,1,1.1669151553953924e-37,0.6060467997109884,6.662650875116393e-45,4.928331794959407e-4,3.279611766851893e-62,0.3934603671095162,2,0.6060467997109884
102,55,1,4.020000721530911e-24,1.8731313906977106e-8,0.7773817342044571,0.021440635668679178,8.994322771059602e-9,0.2011776024012287,3,0.7773817342044571
102,16,1,2.1430722853256794e-5,3.279859710677273e-33,3.3211668648272547e-16,0.9474774935576367,0.05250107571951065,1.2030467042296681e-32,4,0.9474774935576367
102,105,1,0.003933615226919665,3.6145590880335915e-52,2.9016711929700095e-10,1.0108315251773512e-4,0.995965301330394,7.636995569190958e-44,5,0.995965301330394
102,21,1,1.621206285017751e-25,0.16788614772998506,7.869301211431445e-33,0.0021697088605750555,2.0117142198240712e-42,0.8299441434094406,6,0.8299441434094406
102,97,1,1.6486274968064733e-7,1.4972066922986952e-8,1.282895623225034e-13,0.9954856337495795,0.0044895319621912665,2.465445328539581e-5,4,0.9954856337495795
102,106,1,5.421272911025825e-32,2.902009778044302e-20,0.060823978696721785,0.938166764499115,0.0010092568041643382,3.7568552000626283e-42,4,0.938166764499115
102,97,1,0.007889742373155258,2.195880803051252e-51,1.0858077549805138e-11,4.140883313154741e-6,0.992106116732674,1.0998930031977528e-81,5,0.992106116732674
102,112,1,1.818120219264752e-13,4.8391219114163994e-8,0.0016364863768483502,6.022550488705586e-5,7.447824483772927e-15,0.9983032397268549,6,0.9983032397268549
102,16,1,2.3301941882711877e-4,5.853795526220615e-21,2.6813019347399292e-17,0.9997663234294525,2.898422841948499e-16,6.571517202974222e-7,4,0.9997663234294525
102,106,1,0.13229759621722367,2.6016081173946895e-38,1.2230822835801896e-34,2.176373851652319e-4,0.8674847663976125,2.60737508235537e-66,5,0.8674847663976125
102,28,1,1.67595654277557e-15,7.873599391643411e-20,7.513161789812546e-27,0.46890297839609774,0.5310970216039014,2.1213436005636117e-31,5,0.5310970216039014
102,21,1,2.094426976047123e-51,2.198514290870874e-5,1.2806735423769689e-5,6.114677204636427e-4,7.694774972361548e-14,0.9993537404011262,6,0.9993537404011262
102,99,1,4.731680187116965e-28,2.091534191091188e-5,3.421448170639657e-7,5.1396250095722066e-5,1.1017747181085403e-30,0.9999273462631778,6,0.9999273462631778
102,16,1,2.932606458358889e-5,3.7445327265091697e-11,0.841428998337362,0.13537288367789732,0.023111149273942307,5.7642608768755507e-5,3,0.841428998337362
102,125,1,4.2680606828879287e-10,1.7903602087949306e-27,0.9443892254846366,9.313457426065651e-4,0.05467942834595138,6.58289157824115e-23,3,0.9443892254846366
102,21,1,5.75951392397814e-7,2.1631516134223842e-35,0.7844292220465251,0.14509270668393273,0.07047749531815153,7.147129769051585e-32,3,0.7844292220465251
102,55,1,4.616261941587434e-6,2.874193749274813e-22,0.035378469841917365,0.3813623144838068,0.5832545994123333,3.074100790229427e-31,5,0.5832545994123333
102,106,1,6.595231968441046e-7,3.1671033754289934e-51,7.98195628597087e-6,5.75523464994295e-4,0.9994158350555233,6.822266554918944e-41,5,0.9994158350555233
102,99,1,2.4536012213672915e-6,1.9222210898057892e-20,1.0189201325540994e-25,0.9999975463987747,4.668435314577524e-15,6.264990033905408e-17,4,0.9999975463987747
102,97,1,2.609898627303015e-18,4.427728474454938e-19,0.077208438289404685,0.9225306384243258,2.6092328627020636e-4,4.3490991745807323e-29,4,0.9225306384243258
102,21,1,2.11784374697137e-22,1.7616409026625689e-15,0.9626456153786235,0.004911873147641348,0.03244251111266615,3.610666249169345e-10,3,0.9626456153786235
102,106,1,0.3111579507087371,3.7516063845937975e-37,4.71961875915158e-19,0.009531698128843327,0.679310351162421,1.4613659121011707e-35,5,0.679310351162421
102,123,1,7.40154397935812e-4,4.6175547332721846e-18,6.532725714888527e-30,0.9992592035425376,8.569411153635583e-30,6.420595273839524e-7,4,0.9992592035425376
102,55,1,5.1684171796109656e-24,4.4263958128338475e-5,4.462522116656807e-16,0.006821153322875217,7.244601596800037e-23,0.9931345827189956,6,0.9931345827189956
102,125,1,8.315257241565873e-33,0.0043477552104418315,2.5054591760396764e-30,0.995652244789557,9.453068320232698e-45,8.460398835381483e-16,4,0.995652244789557
101,49,1,4.2593834238880766e-42,0.9999999911370097,2.862845151324223e-95,2.403778745568917e-10,1.299434635017155e-108,8.622612327554997e-9,2,0.9999999911370097
103,6,1,0.9195628054961452,1.342245919192773e-49,4.9074569198604144e-36,4.927249535414826e-6,0.08043226725431953,2.2419900724764895e-91,1,0.9195628054961452
101,87,1,3.0813559848994705e-57,0.2063839209221737,3.4319977381411017e-43,0.43300482413575275,1.0876645481639178e-21,0.3606112549420735,4,0.43300482413575275
103,26,1,1.1074713208211322e-18,2.963934318251187e-60,0.017847898910707483,0.141919145007121,0.8402329560821699,6.934978102536232e-22,5,0.8402329560821699
103,129,1,2.4961798273159703e-39,5.147530815625298e-6,3.384587300837703e-7,4.2682733635577915e-5,1.1834692885390908e-30,0.9999518312768183,6,0.9999518312768183
101,59,1,5.345324098029579e-26,0.9990176715252586,1.1902353910175548e-49,8.328724875077652e-6,2.420551360524461e-76,9.739997498657751e-4,2,0.9990176715252586
101,111,1,3.9974275308658276e-23,2.7895121336542664e-12,0.9961578033540067,0.003668639645925046,5.471045367845814e-5,1.1884654360182655e-4,3,0.9961578033540067
101,8,1,9.216455082047306e-4,2.970793663985795e-49,6.029999715072892e-7,0.0029087830380185344,0.9961689684538061,2.7248259133626066e-51,5,0.9961689684538061
103,11,1,9.622457399930204e-22,1.9738674204846295e-15,0.9837697989554438,0.001299357359186314,0.01493082091188896,2.2773480643859316e-8,3,0.9837697989554438
101,114,1,1.4407306283081793e-18,2.3799415811466186e-23,0.029397871457905813,0.8712032208327257,0.09939890770936809,5.402590218924198e-21,4,0.8712032208327257
103,75,1,7.764081143571771e-20,2.9490894601876274e-22,0.20716936692049426,0.7846789483053138,0.008151684774191098,5.37072982243504e-20,4,0.7846789483053138
101,24,1,9.714350874401302e-5,9.474427971802184e-25,9.371162366649928e-6,0.005669716878732762,0.9942237684501564,1.723158147369573e-49,5,0.9942237684501564
101,73,1,8.278212277110957e-21,4.849881696690004e-6,1.1085375661617636e-4,0.20276661771482937,8.751815727758635e-12,0.797117678638106,6,0.797117678638106
103,11,1,2.936385149395847e-5,2.2503094214123185e-64,8.591640275035077e-7,2.682095202828492e-5,0.9999429560324494,3.883717754307353e-66,5,0.9999429560324494
101,111,1,0.007406995579374036,1.899036322180795e-52,3.537815419174627e-24,2.3599332056749927e-5,0.9925694050885678,1.7173501496183294e-69,5,0.9925694050885678
103,129,1,3.765190948597113e-24,1.3939594395083933e-6,0.004678323184958303,0.08509302977190983,1.6199365391264003e-12,0.910227253082071,6,0.910227253082071
103,71,1,4.075364809915934e-23,5.66776283141047e-27,0.9838957451897348,0.0015128785503811441,0.014591375120932358,1.13895148535047e-9,3,0.9838957451897348
103,68,1,4.456231536749402e-11,0.0015307745266368072,4.4211873707840416e-17,0.36343469990064603,1.3928254921604459e-21,0.6350345255281542,6,0.6350345255281542
101,111,1,1.4268583315825858e-48,0.9999960141764137,3.0320001859787584e-77,3.985823587662051e-6,1.6612050064452405e-77,3.6918382289773556e-19,2,0.9999960141764137
101,40,1,2.7955618212127214e-27,1.444315142911025e-8,1.1777736329093525e-4,1.7182557125824996e-5,8.457209247778576e-12,0.999865025627975,6,0.999865025627975
101,111,1,5.880491456327032e-29,1.0346184319781511e-5,1.1546483949071772e-7,1.559157823245075e-5,2.4721556978506633e-20,0.9999739467726081,6,0.9999739467726081
101,126,1,6.498304859954303e-4,1.8868681235829987e-62,1.953963875184086e-5,0.006786155407204597,0.9925444744680493,3.7283573193870857e-36,5,0.9925444744680493
103,26,1,5.756618341377188e-26,1.145546387106439e-15,0.9999084275526741,5.45972170624636e-5,3.667522444289216e-5,3.000058194112806e-7,3,0.9999084275526741
101,50,1,2.4487380063571955e-36,0.010373364203045611,1.5853472154379468e-20,0.0013501634094597497,5.406999174898583e-37,0.9882764723874952,6,0.9882764723874952
101,40,1,1.0723071599003691e-26,0.9932408728402201,4.614191816093883e-61,1.651790505807549e-5,1.923404086783209e-77,0.006742609254723121,2,0.9932408728402201
103,57,1,1.2864105028780623e-10,2.064526706415512e-18,0.0288351580305282,0.10244839982427588,2.4604715941890817e-08,0.8687164174118384,6,0.8687164174118384
103,6,1,4.2148983603309277e-26,4.821993395377659e-15,0.9998986340194153,2.2643492170344244e-5,7.815153657513645e-5,5.709518344502829e-7,3,0.9998986340194153
103,121,1,1.310413020098912e-4,2.865087510337849e-26,1.7173889590530486e-18,0.0024388188366665053,0.9974301398613247,7.151030261336265e-64,5,0.9974301398613247
101,59,1,6.813201299805728e-11,5.721270900306551e-12,0.9926590296782195,5.438911021361415e-4,4.33163867138808e-6,0.0067927475071204845,3,0.9926590296782195
103,68,1,2.859383024771116e-46,4.404024070347966e-15,5.3259290391708436e-18,0.9999999999999787,1.1631904218997228e-38,1.8369910275190554e-14,4,0.9999999999999787
103,71,1,6.194479334583457e-33,8.455947361212649e-5,5.339817600547145e-17,0.9999154405263888,7.277207102429381e-30,1.2098565535570016e-16,4,0.9999154405263888
101,34,1,1.455569123293174e-36,1.6499107872078171e-6,0.12946511511653963,0.39783622808494284,6.69235613178281e-9,0.47269700019537586,6,0.47269700019537586
101,111,1,0.999999941385587,1.8264853489977813e-15,4.422213602210001e-68,8.214883842037892e-11,5.8532261749439655e-8,2.2820125964737185e-94,1,0.999999941385587
101,34,1,0.9999998890114811,2.435158790312464e-28,1.3538437247441607e-56,2.054198342910523e-10,1.1078309889995737e-7,1.5740181393759412e-97,1,0.9999998890114811
101,49,1,7.659552202056913e-28,1.6595630403015376e-5,6.249981394602076e-33,2.535348814623876e-5,7.857737765672746e-32,0.9999580508814521,6,0.9999580508814521
101,49,1,1.169286389410691e-50,0.9990354025346244,1.318284311720965e-62,3.274734352452039e-5,4.158632677038262e-83,9.318501218514252e-4,2,0.9990354025346244
101,111,1,3.593840102478323e-28,0.9999912144253502,2.0287483303103826e-65,1.8609660587051786e-7,2.571707294624332e-92,8.599478044198028e-6,2,0.9999912144253502
103,6,1,5.27548081473043e-17,1.8761347798121448e-14,8.8378521156306e-8,4.5897976768849544e-4,0.9995409318537725,5.690329051648108e-54,5,0.9995409318537725
101,87,1,1.0842820065280975e-14,6.579070022269366e-11,1.0626139527758712e-19,0.0013162940225567388,0.9986837059116412,5.875934552458778e-62,5,0.9986837059116412
101,34,1,2.9631872054802766e-34,2.4901582443147943e-6,0.06823124181879905,0.4522770850405974,8.579219509703452e-19,0.4794891829823592,6,0.4794891829823592
103,129,1,0.623780135122519,7.923216636610639e-5,2.6896818533721603e-15,0.1797589518255772,0.1963816808855349,4.0651698330499894e-17,1,0.623780135122519
